,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
7696,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Other Fresh Fruits,101,0
7697,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Other Vegetables,7,0
7698,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Pome Fruit,247,1734
7699,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Pome Granet,7,0
7700,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Snak Guard,2,0
7701,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Sugarcane,3357,341335
7702,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Sweet potato,9,130
7703,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Tapioca,14,472
7704,Tamil Nadu,SIVAGANGA,2003,Whole Year ,Tomato,24,244
7705,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Arhar/Tur,265,177
7706,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Bajra,57,123
7707,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Castor seed,8,2
7708,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Cotton(lint),489,576
7709,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Groundnut,7295,10319
7710,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Horse-gram,6,2
7711,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Jowar,247,189
7712,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Maize,2,4
7713,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Moong(Green Gram),99,39
7714,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Other Kharif pulses,565,102
7715,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Ragi,706,1146
7716,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Rice,85141,179535
7717,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Sesamum,216,70
7718,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Small millets,14,8
7719,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Sunflower,33,35
7720,Tamil Nadu,SIVAGANGA,2004,Kharif     ,Urad,418,153
7721,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Banana,990,42052
7722,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Cashewnut,4770,1999
7723,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Coconut ,5938,94700
7724,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Coriander,27,12
7725,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Dry chillies,4788,7445
7726,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Onion,29,281
7727,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Sugarcane,2248,195502
7728,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Sweet potato,5,76
7729,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Tapioca,26,1073
7730,Tamil Nadu,SIVAGANGA,2004,Whole Year ,Turmeric,28,153
7731,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Arhar/Tur,150,81
7732,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Bajra,50,101
7733,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Castor seed,1,910330
7734,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Cotton(lint),284,447
7735,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Groundnut,6409,11622
7736,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Horse-gram,35,13
7737,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Jowar,158,139
7738,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Moong(Green Gram),108,36
7739,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Niger seed,3,910330
7740,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Other Kharif pulses,341,102
7741,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Ragi,241,368
7742,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Rice,89924,192738
7743,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Sesamum,114,43
7744,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Small millets,9,5
7745,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Sunflower,13,16
7746,Tamil Nadu,SIVAGANGA,2005,Kharif     ,Urad,262,86
7747,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Banana,936,45962
7748,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Cashewnut,4600,1776
7749,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Coconut ,5852,456
7750,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Coriander,11,3
7751,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Dry chillies,3371,3248
7752,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Onion,26,208
7753,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Sugarcane,3995,381890
7754,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Sweet potato,1,21
7755,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Tapioca,10,382
7756,Tamil Nadu,SIVAGANGA,2005,Whole Year ,Turmeric,2,11
7757,Tamil Nadu,SIVAGANGA,2006,Kharif     ,Rice,81385,109450
7758,Tamil Nadu,SIVAGANGA,2006,Kharif     ,Small millets,15,9
7759,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Arhar/Tur,110,81
7760,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Bajra,4,6
7761,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Banana,624,33436
7762,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Cashewnut,4829,771
7763,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Castor seed,2,1
7764,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Coconut ,5674,734
7765,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Coriander,1,910330
7766,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Cotton(lint),133,309
7767,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Dry chillies,3831,1905
7768,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Groundnut,4943,6059
7769,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Horse-gram,48,28
7770,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Jowar,72,73
7771,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Maize,2,11
7772,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Moong(Green Gram),138,80
7773,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Onion,13,114
7774,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Ragi,131,204
7775,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Sesamum,101,47
7776,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Sugarcane,6090,646186
7777,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Sunflower,1,2
7778,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Sweet potato,1,17
7779,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Tapioca,3,121
7780,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Turmeric,2,11
7781,Tamil Nadu,SIVAGANGA,2006,Whole Year ,Urad,326,186
7782,Tamil Nadu,SIVAGANGA,2007,Kharif     ,Rice,76733,78939
7783,Tamil Nadu,SIVAGANGA,2007,Kharif     ,Small millets,33,21
7784,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Arhar/Tur,120,84
7785,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Bajra,4,5
7786,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Banana,666,31795
7787,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Cashewnut,4637,908
7788,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Coconut ,6167,577
7789,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Coriander,8,4
7790,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Cotton(lint),893,1027
7791,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Dry chillies,4564,2028
7792,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Groundnut,5212,4370
7793,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Horse-gram,61,27
7794,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Jowar,85,74
7795,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Maize,6,15
7796,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Moong(Green Gram),52,15
7797,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Onion,6,58
7798,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Ragi,108,210
7799,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Sesamum,1520,630
7800,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Small millets,33,21
7801,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Sugarcane,5992,602226
7802,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Sunflower,21,33
7803,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Tapioca,3,127
7804,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Turmeric,1,5
7805,Tamil Nadu,SIVAGANGA,2007,Whole Year ,Urad,545,142
7806,Tamil Nadu,SIVAGANGA,2008,Kharif     ,Rice,80833,132139
7807,Tamil Nadu,SIVAGANGA,2008,Kharif     ,Small millets,1007,10
7808,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Arhar/Tur,82,50
7809,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Bajra,6,14
7810,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Banana,735,32673
7811,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Cashewnut,4617,1002
7812,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Castor seed,50,16
7813,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Coconut ,6317,859000
7814,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Coriander,10,3
7815,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Cotton(lint),253,520
7816,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Dry chillies,4652,3615
7817,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Gram,4,1
7818,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Groundnut,4126,6066
7819,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Horse-gram,45,21
7820,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Jowar,58,77
7821,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Maize,4,15
7822,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Moong(Green Gram),45,10
7823,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Onion,18,161
7824,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Ragi,54,107
7825,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Sesamum,147,63
7826,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Small millets,15,10
7827,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Sugarcane,5298,586637
7828,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Tapioca,3,109
7829,Tamil Nadu,SIVAGANGA,2008,Whole Year ,Urad,292,92
7830,Tamil Nadu,SIVAGANGA,2009,Kharif     ,Rice,77332,138095
7831,Tamil Nadu,SIVAGANGA,2009,Kharif     ,Small millets,18,16
7832,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Arhar/Tur,84,64
7833,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Bajra,78,109
7834,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Banana,919,39513
7835,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Cashewnut,4776,1295
7836,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Castor seed,10,3
7837,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Coconut ,6396,71700
7838,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Coriander,1,910330
7839,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Cotton(lint),208,359
7840,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Dry chillies,4762,5294
7841,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Gram,1,910330
7842,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Groundnut,3729,3392
7843,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Horse-gram,62,29
7844,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Jowar,94,95
7845,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Maize,67,241
7846,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Moong(Green Gram),20,7
7847,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Onion,18,176
7848,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Ragi,61,131
7849,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Sesamum,153,29
7850,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Sugarcane,4980,487427
7851,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Sunflower,2,3
7852,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Sweet potato,4,59
7853,Tamil Nadu,SIVAGANGA,2009,Whole Year ,Urad,280,106
7854,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Arhar/Tur,116,77
7855,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Castor seed,5,5
7856,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Cotton(lint),132,317
7857,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Groundnut,4012,4757
7858,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Horse-gram,34,19
7859,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Maize,1,5
7860,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Moong(Green Gram),22,12
7861,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Ragi,62,191
7862,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Rice,83927,188417
7863,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Sunflower,3,4
7864,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Urad,305,146
7865,Tamil Nadu,SIVAGANGA,2010,Rabi       ,Gram,12,3
7866,Tamil Nadu,SIVAGANGA,2010,Whole Year ,Sugarcane,5219,456131
7867,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Bajra,3,7
7868,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Cotton(lint),95,271
7869,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Groundnut,4399,9872
7870,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Jowar,76,83
7871,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Maize,151,858
7872,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Ragi,45,119
7873,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Rice,83781,310176
7874,Tamil Nadu,SIVAGANGA,2011,Rabi       ,Cotton(lint),166,457
7875,Tamil Nadu,SIVAGANGA,2011,Rabi       ,Groundnut,1788,6707
7876,Tamil Nadu,SIVAGANGA,2011,Rabi       ,Jowar,17,28
7877,Tamil Nadu,SIVAGANGA,2011,Rabi       ,Maize,4,27
7878,Tamil Nadu,SIVAGANGA,2011,Rabi       ,Ragi,18,56
7879,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Arhar/Tur,240,209
7880,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Banana,1025,44787
7881,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Cashewnut,3752,1035
7882,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Castor seed,6,2
7883,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Coconut ,6731,75200000
7884,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Coriander,7,3
7885,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Dry chillies,4064,869
7886,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Horse-gram,41,22
7887,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Moong(Green Gram),44,30
7888,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Onion,63,679
7889,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Small millets,34,58
7890,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Sugarcane,6283,778663
7891,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Sweet potato,3,62
7892,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Turmeric,4,22
7893,Tamil Nadu,SIVAGANGA,2011,Whole Year ,Urad,1027,764
7894,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Arhar/Tur,182,143
7895,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Castor seed,11,1
7896,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Cotton(lint),161,297
7897,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Groundnut,3510,8924
7898,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Horse-gram,20,8
7899,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Maize,30,104
7900,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Moong(Green Gram),32,8
7901,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Ragi,50,110
7902,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Rice,70632,130306
7903,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Urad,681,361
7904,Tamil Nadu,SIVAGANGA,2012,Rabi       ,Gram,13,4
7905,Tamil Nadu,SIVAGANGA,2012,Whole Year ,Sugarcane,6091,548874
7906,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Bajra,16,37
7907,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Castor seed,6,2
7908,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Cotton(lint),116,332
7909,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Groundnut,2718,3965
7910,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Horse-gram,6,10
7911,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Jowar,131,146
7912,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Maize,204,1334
7913,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Moong(Green Gram),31,17
7914,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Onion,26,302
7915,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Ragi,29,79
7916,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Rice,65447,46084
7917,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Sunflower,30,54
7918,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Urad,531,446
7919,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Bajra,4,8
7920,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Cotton(lint),559,1342
7921,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Groundnut,537,1948
7922,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Horse-gram,5,3
7923,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Jowar,203,437
7924,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Maize,148,740
7925,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Moong(Green Gram),23,19
7926,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Onion,34,288
7927,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Ragi,109,432
7928,Tamil Nadu,SIVAGANGA,2013,Rabi       ,Urad,202,172
7929,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Arhar/Tur,232,224
7930,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Banana,1044,43362
7931,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Cashewnut,3432,243
7932,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Coconut ,6825,70000000
7933,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Coriander,1,910330
7934,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Dry chillies,3968,184
7935,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Gram,8,5
7936,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Small millets,4,2
7937,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Sugarcane,5257,331683
7938,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Sweet potato,3,63
7939,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Tapioca,5,150
7940,Tamil Nadu,SIVAGANGA,2013,Whole Year ,Turmeric,3,11
7941,Tamil Nadu,THANJAVUR,1997,Kharif     ,Banana,2937,75114
7942,Tamil Nadu,THANJAVUR,1997,Kharif     ,Onion,10,81
7943,Tamil Nadu,THANJAVUR,1997,Kharif     ,Sesamum,5697,1410
7944,Tamil Nadu,THANJAVUR,1997,Kharif     ,Small millets,59,60
7945,Tamil Nadu,THANJAVUR,1997,Whole Year ,Arhar/Tur,129,70
7946,Tamil Nadu,THANJAVUR,1997,Whole Year ,Banana,3549,103300
7947,Tamil Nadu,THANJAVUR,1997,Whole Year ,Cashewnut,3209,2040
7948,Tamil Nadu,THANJAVUR,1997,Whole Year ,Cotton(lint),885,1990
7949,Tamil Nadu,THANJAVUR,1997,Whole Year ,Dry chillies,66,40
7950,Tamil Nadu,THANJAVUR,1997,Whole Year ,Dry ginger,2,60
7951,Tamil Nadu,THANJAVUR,1997,Whole Year ,Groundnut,8860,15030
7952,Tamil Nadu,THANJAVUR,1997,Whole Year ,Maize,191,510
7953,Tamil Nadu,THANJAVUR,1997,Whole Year ,Moong(Green Gram),5607,740
7954,Tamil Nadu,THANJAVUR,1997,Whole Year ,Onion,12,90
7955,Tamil Nadu,THANJAVUR,1997,Whole Year ,Pulses total,12878,3290
7956,Tamil Nadu,THANJAVUR,1997,Whole Year ,Ragi,30,90
7957,Tamil Nadu,THANJAVUR,1997,Whole Year ,Rice,181496,489770
7958,Tamil Nadu,THANJAVUR,1997,Whole Year ,Sugarcane,12604,9900000
7959,Tamil Nadu,THANJAVUR,1997,Whole Year ,Sweet potato,1,20
7960,Tamil Nadu,THANJAVUR,1997,Whole Year ,Tapioca,80,3000
7961,Tamil Nadu,THANJAVUR,1997,Whole Year ,Total foodgrain,194657,493720
7962,Tamil Nadu,THANJAVUR,1997,Whole Year ,Turmeric,13,80
7963,Tamil Nadu,THANJAVUR,1997,Whole Year ,Urad,7122,2470
7964,Tamil Nadu,THANJAVUR,1998,Kharif     ,Arhar/Tur,170,147
7965,Tamil Nadu,THANJAVUR,1998,Kharif     ,Cotton(lint),2036,4659
7966,Tamil Nadu,THANJAVUR,1998,Kharif     ,Groundnut,11843,19756
7967,Tamil Nadu,THANJAVUR,1998,Kharif     ,Maize,79,209
7968,Tamil Nadu,THANJAVUR,1998,Kharif     ,Moong(Green Gram),11824,4469
7969,Tamil Nadu,THANJAVUR,1998,Kharif     ,Pulses total,39613,13782
7970,Tamil Nadu,THANJAVUR,1998,Kharif     ,Ragi,25,69
7971,Tamil Nadu,THANJAVUR,1998,Kharif     ,Rice,194652,674525
7972,Tamil Nadu,THANJAVUR,1998,Kharif     ,Sesamum,10832,4162
7973,Tamil Nadu,THANJAVUR,1998,Kharif     ,Sunflower,8,8
7974,Tamil Nadu,THANJAVUR,1998,Kharif     ,Total foodgrain,234376,68859
7975,Tamil Nadu,THANJAVUR,1998,Kharif     ,Urad,26868,8866
7976,Tamil Nadu,THANJAVUR,1998,Whole Year ,Banana,2969,86422
7977,Tamil Nadu,THANJAVUR,1998,Whole Year ,Cashewnut,15,3
7978,Tamil Nadu,THANJAVUR,1998,Whole Year ,Dry chillies,60,36
7979,Tamil Nadu,THANJAVUR,1998,Whole Year ,Sugarcane,13897,1244250
7980,Tamil Nadu,THANJAVUR,1998,Whole Year ,Tapioca,31,1151
7981,Tamil Nadu,THANJAVUR,1998,Whole Year ,Turmeric,5,30
7982,Tamil Nadu,THANJAVUR,1999,Kharif     ,Arhar/Tur,103,75
7983,Tamil Nadu,THANJAVUR,1999,Kharif     ,Bajra,3,7
7984,Tamil Nadu,THANJAVUR,1999,Kharif     ,Cotton(lint),1334,2742
7985,Tamil Nadu,THANJAVUR,1999,Kharif     ,Groundnut,8422,16819
7986,Tamil Nadu,THANJAVUR,1999,Kharif     ,Jowar,1,1
7987,Tamil Nadu,THANJAVUR,1999,Kharif     ,Maize,274,733
7988,Tamil Nadu,THANJAVUR,1999,Kharif     ,Moong(Green Gram),11990,5743
7989,Tamil Nadu,THANJAVUR,1999,Kharif     ,Ragi,49,113
7990,Tamil Nadu,THANJAVUR,1999,Kharif     ,Rice,189074,610534
7991,Tamil Nadu,THANJAVUR,1999,Kharif     ,Sesamum,9282,3906
7992,Tamil Nadu,THANJAVUR,1999,Kharif     ,Urad,30310,9820
7993,Tamil Nadu,THANJAVUR,1999,Whole Year ,Banana,2937,75114
7994,Tamil Nadu,THANJAVUR,1999,Whole Year ,Cashewnut,10,5
7995,Tamil Nadu,THANJAVUR,1999,Whole Year ,Dry chillies,117,61
7996,Tamil Nadu,THANJAVUR,1999,Whole Year ,Guar seed,11718,98919
7997,Tamil Nadu,THANJAVUR,1999,Whole Year ,Onion,10,81
7998,Tamil Nadu,THANJAVUR,1999,Whole Year ,Sugarcane,11718,1069224
7999,Tamil Nadu,THANJAVUR,1999,Whole Year ,Sweet potato,5,61
8000,Tamil Nadu,THANJAVUR,1999,Whole Year ,Tapioca,59,2094
8001,Tamil Nadu,THANJAVUR,1999,Whole Year ,Turmeric,7,39
8002,Tamil Nadu,THANJAVUR,2000,Kharif     ,Arhar/Tur,41,30
8003,Tamil Nadu,THANJAVUR,2000,Kharif     ,Bajra,3,7
8004,Tamil Nadu,THANJAVUR,2000,Kharif     ,Cotton(lint),1772,3775
8005,Tamil Nadu,THANJAVUR,2000,Kharif     ,Groundnut,8324,16218
8006,Tamil Nadu,THANJAVUR,2000,Kharif     ,Maize,152,406
8007,Tamil Nadu,THANJAVUR,2000,Kharif     ,Moong(Green Gram),12502,4901
8008,Tamil Nadu,THANJAVUR,2000,Kharif     ,Other Kharif pulses,274,80
8009,Tamil Nadu,THANJAVUR,2000,Kharif     ,Ragi,5,14
8010,Tamil Nadu,THANJAVUR,2000,Kharif     ,Rice,196816,678014
8011,Tamil Nadu,THANJAVUR,2000,Kharif     ,Sesamum,13771,4989
8012,Tamil Nadu,THANJAVUR,2000,Kharif     ,Urad,33054,10709
8013,Tamil Nadu,THANJAVUR,2000,Whole Year ,Banana,2471,63196
8014,Tamil Nadu,THANJAVUR,2000,Whole Year ,Cashewnut,3171,1411
8015,Tamil Nadu,THANJAVUR,2000,Whole Year ,Dry chillies,153,82
8016,Tamil Nadu,THANJAVUR,2000,Whole Year ,Onion,89,720
8017,Tamil Nadu,THANJAVUR,2000,Whole Year ,Sannhamp,207,151
8018,Tamil Nadu,THANJAVUR,2000,Whole Year ,Sugarcane,11593,1057818
8019,Tamil Nadu,THANJAVUR,2000,Whole Year ,Sweet potato,5,61
8020,Tamil Nadu,THANJAVUR,2000,Whole Year ,Tapioca,156,5536
8021,Tamil Nadu,THANJAVUR,2000,Whole Year ,Turmeric,4,22
8022,Tamil Nadu,THANJAVUR,2001,Kharif     ,Arhar/Tur,68,40
8023,Tamil Nadu,THANJAVUR,2001,Kharif     ,Bajra,9,20
8024,Tamil Nadu,THANJAVUR,2001,Kharif     ,Cotton(lint),1244,2530
8025,Tamil Nadu,THANJAVUR,2001,Kharif     ,Groundnut,6145,11400
8026,Tamil Nadu,THANJAVUR,2001,Kharif     ,Moong(Green Gram),6176,820
8027,Tamil Nadu,THANJAVUR,2001,Kharif     ,Ragi,3,10
8028,Tamil Nadu,THANJAVUR,2001,Kharif     ,Rice,192161,561650
8029,Tamil Nadu,THANJAVUR,2001,Kharif     ,Sesamum,4833,1590
8030,Tamil Nadu,THANJAVUR,2001,Kharif     ,Urad,14164,4380
8031,Tamil Nadu,THANJAVUR,2001,Whole Year ,Sugarcane,11356,1086800
